irrelevant,irrelevant,irrelevant,irrelevant,numerical_features,numerical_features,technician_latitude,technician_longitude,site_latitude,site_longitude,categorical_features,categorical_features,categorical_features,categorical_features,categorical_features,categorical_features,target_column,categorical_features,categorical_features,categorical_features,categorical_features
gsjz313680509,23-Sep-27,TECH1637,Emma Brown,32,4.7,17.422819,78.449578,17.512819,78.539578,Boiler Servicing,Low Priority,Heat Pump,Windy,Low ,Metropolitian ,2.083333333,Toys,Compliance Audit ,Daikin,VRV IV
ysof955290928,24-Sep-27,TECH1638,Vikram Singh,29,4.8,30.885915,75.788259,30.915915,75.818259,Refrigeration System Repair,Medium Priority,Ventilation System,Sunny,Jam ,Urban ,0.833333333,Apparel,Routine Inspection,York,Affinity YXV
hzir281026902,25-Sep-27,TECH1639,Robert Taylor,38,4.8,17.424114,78.347554,17.444114,78.367554,HVAC Maintenance,High Priority,Rooftop AC,Sunny,Low ,Urban ,1.416666667,Books,Scheduled Maintenance ,Carrier,AquaEdge 23XR
lezb158488142,26-Sep-27,TECH1640,Lisa Nguyen,28,4.8,30.372202,78.077151,30.392202,78.097151,Electrical Repair,Urgent Priority,Asset  type,Sunny,Low ,Metropolitian ,0.266666667,Grocery,Customer Complaint ,Trane,CenTraVac
ters101342796,27-Sep-27,TECH1641,Carlos Rivera,20,4.9,12.323225,76.630028,12.353225,76.660028,Plumbing Maintenance,Low Priority,Air Conditioner,Stormy,Jam ,Metropolitian ,0.45,Grocery,Automated System Alert ,Lennox,Energence Ultra
osuu217847532,28-Sep-27,TECH1642,Emma Brown,23,4.7,25.443994,81.860187,25.573994,81.990187,Boiler Servicing,Medium Priority,Chiller Unit,Fog,Jam ,Metropolitian ,2.75,Apparel,Compliance Audit ,Daikin,VRV IV
uybm390303163,29-Sep-27,TECH1643,Vikram Singh,23,5,12.949934,77.699386,13.059934,77.809386,Refrigeration System Repair,High Priority,Heat Pump,Fog,Medium ,Metropolitian ,2.5,Toys,Routine Inspection,York,Affinity YXV
tpma104105121,30-Sep-27,TECH1644,Robert Taylor,25,4.7,11.021278,76.995017,11.151278,77.125017,HVAC Maintenance,Urgent Priority,Ventilation System,Sandstorms,Medium ,Metropolitian ,2.333333333,Skincare,Scheduled Maintenance ,Carrier,AquaEdge 23XR
bebv151631351,1-Oct-27,TECH1645,Lisa Nguyen,39,4.9,21.175975,72.795503,21.245975,72.865503,Electrical Repair,Low Priority,Rooftop AC,Stormy,Medium ,Metropolitian ,3.25,Books,Customer Complaint ,Trane,CenTraVac
eqko291188915,2-Oct-27,TECH1646,Carlos Rivera,25,4.7,19.866969,75.318894,19.916969,75.368894,Plumbing Maintenance,Medium Priority,Asset  type,Sandstorms,Low ,Urban ,1.583333333,Toys,Automated System Alert ,Lennox,Energence Ultra
bpkr573708864,3-Oct-27,TECH1647,Emma Brown,28,4.5,12.316967,76.603067,12.446967,76.733067,Boiler Servicing,High Priority,Air Conditioner,Stormy,Jam ,Urban ,1.916666667,Toys,Compliance Audit ,Daikin,VRV IV
tiku670163066,4-Oct-27,TECH1648,Vikram Singh,25,4.6,30.359722,78.067079,30.469722,78.177079,Refrigeration System Repair,Urgent Priority,Chiller Unit,Windy,Low ,Metropolitian ,1.416666667,Outdoors,Routine Inspection,York,Affinity YXV
gcjo049307092,5-Oct-27,TECH1649,Robert Taylor,38,4.8,18.539299,73.897902,18.549299,73.907902,HVAC Maintenance,Low Priority,Heat Pump,Windy,Low ,Urban ,2.333333333,Books,Scheduled Maintenance ,Carrier,AquaEdge 23XR
wdiy581729479,6-Oct-27,TECH1650,Lisa Nguyen,29,4.6,25.443994,81.860187,25.573994,81.990187,Electrical Repair,Medium Priority,Ventilation System,Sandstorms,Low ,Metropolitian ,1.583333333,Books,Customer Complaint ,Trane,CenTraVac
npwo106548418,7-Oct-27,TECH1651,Carlos Rivera,38,4.7,26.766536,75.837333,26.826536,75.897333,Plumbing Maintenance,High Priority,Rooftop AC,Cloudy,Medium ,Metropolitian ,1.333333333,Snacks,Automated System Alert ,Lennox,Energence Ultra
ytvd567194993,8-Oct-27,TECH1652,Emma Brown,23,4.6,26.849596,75.800512,26.909596,75.860512,Boiler Servicing,Urgent Priority,Asset  type,Sunny,Jam ,Urban ,1.583333333,Jewelry,Compliance Audit ,Daikin,VRV IV
lcma897382130,9-Oct-27,TECH1653,Vikram Singh,28,4.1,13.049645,80.242268,13.129645,80.322268,Refrigeration System Repair,Low Priority,Air Conditioner,Fog,Jam ,Metropolitian ,3.666666667,Snacks,Routine Inspection,York,Affinity YXV
prsx065636625,10-Oct-27,TECH1654,Robert Taylor,20,4.7,22.725835,75.887648,22.805835,75.967648,HVAC Maintenance,Medium Priority,Chiller Unit,Cloudy,Low ,Urban ,1.666666667,Snacks,Scheduled Maintenance ,Carrier,AquaEdge 23XR
smtn937032095,11-Oct-27,TECH1655,Lisa Nguyen,27,4.2,17.438263,78.397865,17.508263,78.467865,Electrical Repair,High Priority,Heat Pump,Cloudy,Jam ,Metropolitian ,3.25,Sports,Customer Complaint ,Trane,CenTraVac
ozjz810226690,12-Oct-27,TECH1656,Carlos Rivera,33,4.9,12.321214,76.621094,12.341214,76.641094,Plumbing Maintenance,Urgent Priority,Ventilation System,Sunny,Low ,Metropolitian ,1.166666667,Clothing,Automated System Alert ,Lennox,Energence Ultra
gasz878984846,13-Oct-27,TECH1657,Emma Brown,39,4.3,0,0,0.09,0.09,Boiler Servicing,Low Priority,Rooftop AC,Windy,Jam ,Metropolitian ,3.333333333,Sports,Compliance Audit ,Daikin,VRV IV
doai643866562,14-Oct-27,TECH1658,Vikram Singh,38,4.1,18.520016,73.830547,18.590016,73.900547,Refrigeration System Repair,Medium Priority,Asset  type,Fog,Medium ,Metropolitian ,3,Electronics,Routine Inspection,York,Affinity YXV
xqes087347664,15-Oct-27,TECH1659,Robert Taylor,34,4.1,18.55144,73.804855,18.56144,73.814855,HVAC Maintenance,High Priority,Air Conditioner,Cloudy,High ,Metropolitian ,0.583333333,Grocery,Scheduled Maintenance ,Carrier,AquaEdge 23XR
bjdg509711656,16-Oct-27,TECH1660,Lisa Nguyen,26,4.8,15.544419,73.755736,15.604419,73.815736,Electrical Repair,Urgent Priority,Chiller Unit,Windy,Low ,Other,1.166666667,Kitchen,Customer Complaint ,Trane,CenTraVac
clet305799189,17-Oct-27,TECH1661,Carlos Rivera,21,4.2,12.935662,77.61413,12.995662,77.67413,Plumbing Maintenance,Low Priority,Heat Pump,Stormy,Low ,Urban ,1.916666667,Skincare,Automated System Alert ,Lennox,Energence Ultra
ojkf639678702,18-Oct-27,TECH1662,Emma Brown,22,4.7,25.443994,81.860187,25.583994,82.000187,Boiler Servicing,Medium Priority,Ventilation System,Cloudy,Low ,Metropolitian ,2.166666667,Toys,Compliance Audit ,Daikin,VRV IV
ovzn802438564,19-Oct-27,TECH1663,Vikram Singh,26,4.6,12.316967,76.603067,12.346967,76.633067,Refrigeration System Repair,High Priority,Rooftop AC,Cloudy,Jam ,Metropolitian ,1.75,Toys,Routine Inspection,York,Affinity YXV
xnsg076844692,20-Oct-27,TECH1664,Robert Taylor,25,4.9,22.725835,75.887648,22.815835,75.977648,HVAC Maintenance,Urgent Priority,Asset  type,Windy,Jam ,Metropolitian ,2.333333333,Electronics,Scheduled Maintenance ,Carrier,AquaEdge 23XR
elcp839245372,21-Oct-27,TECH1665,Lisa Nguyen,32,5,12.337978,76.616792,12.397978,76.676792,Electrical Repair,Low Priority,Air Conditioner,Stormy,Jam ,Metropolitian ,2.75,Shoes,Customer Complaint ,Trane,CenTraVac
lvph411101254,22-Oct-27,TECH1666,Carlos Rivera,23,4.6,12.979166,77.640709,13.029166,77.690709,Plumbing Maintenance,Medium Priority,Chiller Unit,Stormy,Medium ,Metropolitian ,1.75,Toys,Automated System Alert ,Lennox,Energence Ultra
urnq808828173,23-Oct-27,TECH1667,Emma Brown,26,4.4,22.310526,73.170937,22.330526,73.190937,Boiler Servicing,High Priority,Heat Pump,Stormy,Low ,Other,1.833333333,Home,Compliance Audit ,Daikin,VRV IV
kxdc810247309,24-Oct-27,TECH1668,Vikram Singh,37,5,23.416792,85.316842,23.426792,85.326842,Refrigeration System Repair,Urgent Priority,Ventilation System,Fog,High ,Metropolitian ,3,Pet Supplies,Routine Inspection,York,Affinity YXV
ydsr554309330,25-Oct-27,TECH1669,Robert Taylor,38,4.2,12.337978,76.616792,12.377978,76.656792,HVAC Maintenance,Low Priority,Rooftop AC,Fog,High ,Metropolitian ,2.75,Home,Scheduled Maintenance ,Carrier,AquaEdge 23XR
wmds295023114,26-Oct-27,TECH1670,Lisa Nguyen,20,4.4,12.323194,76.630583,12.373194,76.680583,Electrical Repair,Medium Priority,Asset  type,Fog,Jam ,Metropolitian ,2.833333333,Pet Supplies,Customer Complaint ,Trane,CenTraVac
snxt657345988,27-Oct-27,TECH1671,Carlos Rivera,20,4.9,22.751234,75.88949,22.861234,75.99949,Plumbing Maintenance,High Priority,Air Conditioner,Windy,Medium ,Metropolitian ,2,Jewelry,Automated System Alert ,Lennox,Energence Ultra
tlpw634103887,28-Oct-27,TECH1672,Emma Brown,29,5,19.120083,72.907385,19.210083,72.997385,Boiler Servicing,Urgent Priority,Chiller Unit,Fog,Jam ,Metropolitian ,4,Jewelry,Compliance Audit ,Daikin,VRV IV
hxlc252959441,29-Oct-27,TECH1673,Vikram Singh,27,4.8,22.307898,73.167788,22.327898,73.187788,Refrigeration System Repair,Low Priority,Heat Pump,Stormy,Low ,Urban ,1.333333333,Toys,Routine Inspection,York,Affinity YXV
qfnw066693562,30-Oct-27,TECH1674,Robert Taylor,21,4.6,13.02978,80.208812,13.13978,80.318812,HVAC Maintenance,Medium Priority,Ventilation System,Sandstorms,Jam ,Metropolitian ,2,Pet Supplies,Scheduled Maintenance ,Carrier,AquaEdge 23XR
dxgf368981190,31-Oct-27,TECH1675,Lisa Nguyen,37,4.8,21.173493,72.801953,21.243493,72.871953,Electrical Repair,High Priority,Rooftop AC,Stormy,Jam ,Urban ,3.083333333,Outdoors,Customer Complaint ,Trane,CenTraVac
saaz395276267,1-Nov-27,TECH1676,Carlos Rivera,35,4.9,11.022298,76.998349,11.092298,77.068349,Plumbing Maintenance,Urgent Priority,Asset  type,Fog,Jam ,Metropolitian ,4,Pet Supplies,Automated System Alert ,Lennox,Energence Ultra
mjjl405462834,2-Nov-27,TECH1677,Emma Brown,26,4.7,21.160437,72.774209,21.220437,72.834209,Boiler Servicing,Low Priority,Air Conditioner,Stormy,Medium ,Urban ,0.916666667,Shoes,Compliance Audit ,Daikin,VRV IV
eciz076285667,3-Nov-27,TECH1678,Vikram Singh,37,4.9,26.474986,80.342796,26.494986,80.362796,Refrigeration System Repair,Medium Priority,Chiller Unit,Sunny,Low ,Urban ,1.166666667,Pet Supplies,Routine Inspection,York,Affinity YXV
hpap861728738,4-Nov-27,TECH1679,Robert Taylor,23,5,18.546258,73.904337,18.676258,74.034337,HVAC Maintenance,High Priority,Heat Pump,Sunny,Jam ,Urban ,2,Toys,Scheduled Maintenance ,Carrier,AquaEdge 23XR
ckgk578696273,5-Nov-27,TECH1680,Lisa Nguyen,34,4.5,18.636215,73.751081,18.726215,73.841081,Electrical Repair,Urgent Priority,Ventilation System,Sandstorms,Low ,Metropolitian ,1.5,Home,Customer Complaint ,Trane,CenTraVac
mxpd911239648,6-Nov-27,TECH1681,Carlos Rivera,31,4.3,22.310526,73.170937,22.420526,73.280937,Plumbing Maintenance,Low Priority,Rooftop AC,Fog,Jam ,Metropolitian ,3.083333333,Sports,Automated System Alert ,Lennox,Energence Ultra
bfup174692326,7-Nov-27,TECH1682,Emma Brown,36,4.4,9.970717,76.285447,10.060717,76.375447,Boiler Servicing,Medium Priority,Asset  type,Stormy,Jam ,Metropolitian ,3.25,Snacks,Compliance Audit ,Daikin,VRV IV
bkpw908369288,8-Nov-27,TECH1683,Vikram Singh,35,4.8,22.745049,75.892471,22.815049,75.962471,Refrigeration System Repair,High Priority,Air Conditioner,Sunny,Low ,Urban ,1.666666667,Jewelry,Routine Inspection,York,Affinity YXV
jvxn936557952,9-Nov-27,TECH1684,Robert Taylor,29,2.5,0,0,0.09,0.09,HVAC Maintenance,Urgent Priority,Chiller Unit,Sunny,Low ,Metropolitian ,3.416666667,Outdoors,Scheduled Maintenance ,Carrier,AquaEdge 23XR
qadk676361128,10-Nov-27,TECH1685,Lisa Nguyen,34,5,0,0,0.05,0.05,Electrical Repair,Low Priority,Heat Pump,Sunny,Low ,Metropolitian ,0.316666667,Grocery,Customer Complaint ,Trane,CenTraVac
rbxp135564227,11-Nov-27,TECH1686,Carlos Rivera,20,4.9,21.186438,72.794115,21.236438,72.844115,Plumbing Maintenance,Medium Priority,Ventilation System,Sandstorms,Jam ,Urban ,1.333333333,Pet Supplies,Automated System Alert ,Lennox,Energence Ultra
nilz831017646,12-Nov-27,TECH1687,Emma Brown,23,4.6,18.55144,73.804855,18.59144,73.844855,Boiler Servicing,High Priority,Rooftop AC,Windy,High ,Metropolitian ,1.75,Electronics,Compliance Audit ,Daikin,VRV IV
znzw919146964,13-Nov-27,TECH1688,Vikram Singh,24,4.7,17.41233,78.449654,17.42233,78.459654,Refrigeration System Repair,Urgent Priority,Asset  type,Sunny,High ,Urban ,1.083333333,Skincare,Routine Inspection,York,Affinity YXV
nhda436221842,14-Nov-27,TECH1689,Robert Taylor,24,4.8,23.374878,85.335739,23.404878,85.365739,HVAC Maintenance,Low Priority,Air Conditioner,Fog,Medium ,Metropolitian ,2.416666667,Electronics,Scheduled Maintenance ,Carrier,AquaEdge 23XR
rhqv232160757,15-Nov-27,TECH1690,Lisa Nguyen,37,4.6,12.979096,77.640625,13.109096,77.770625,Electrical Repair,Medium Priority,Chiller Unit,Sunny,Medium ,Metropolitian ,3,Jewelry,Customer Complaint ,Trane,CenTraVac
dzcs575936167,16-Nov-27,TECH1691,Carlos Rivera,31,4.8,12.981615,80.231598,13.031615,80.281598,Plumbing Maintenance,High Priority,Heat Pump,Cloudy,Jam ,Metropolitian ,2.5,Cosmetics,Automated System Alert ,Lennox,Energence Ultra
aazb527937675,17-Nov-27,TECH1692,Emma Brown,28,4.7,10.96185,76.971082,11.09185,77.101082,Boiler Servicing,Urgent Priority,Ventilation System,Sunny,Jam ,Metropolitian ,2,Pet Supplies,Compliance Audit ,Daikin,VRV IV
evzc748467090,18-Nov-27,TECH1693,Vikram Singh,34,4.6,21.173343,72.792731,21.223343,72.842731,Refrigeration System Repair,Low Priority,Rooftop AC,Cloudy,Low ,Urban ,1.583333333,Pet Supplies,Routine Inspection,York,Affinity YXV
jpzg430807944,19-Nov-27,TECH1694,Robert Taylor,36,5,30.873988,75.842739,31.003988,75.972739,HVAC Maintenance,Medium Priority,Asset  type,Stormy,Low ,Metropolitian ,2.25,Skincare,Scheduled Maintenance ,Carrier,AquaEdge 23XR
dvmq392406893,20-Nov-27,TECH1695,Lisa Nguyen,30,3.7,19.888716,75.321461,19.998716,75.431461,Electrical Repair,High Priority,Air Conditioner,Stormy,Jam ,Metropolitian ,2.833333333,Snacks,Customer Complaint ,Trane,CenTraVac
tnkl744303420,21-Nov-27,TECH1696,Carlos Rivera,24,4.6,21.170798,72.790489,21.250798,72.870489,Plumbing Maintenance,Urgent Priority,Chiller Unit,Stormy,Low ,Urban ,1.75,Kitchen,Automated System Alert ,Lennox,Energence Ultra
lifh604608424,22-Nov-27,TECH1697,Emma Brown,24,4.7,18.536562,73.896485,18.626562,73.986485,Boiler Servicing,Low Priority,Heat Pump,Windy,Jam ,Metropolitian ,3.166666667,Home,Compliance Audit ,Daikin,VRV IV
scbx441036149,23-Nov-27,TECH1698,Vikram Singh,24,4.9,21.185047,72.80859,21.205047,72.82859,Refrigeration System Repair,Medium Priority,Ventilation System,Sunny,Low ,Urban ,1.5,Toys,Routine Inspection,York,Affinity YXV
gtzj875717503,24-Nov-27,TECH1699,Robert Taylor,31,4.7,21.173343,72.792731,21.263343,72.882731,HVAC Maintenance,High Priority,Rooftop AC,Fog,Jam ,Metropolitian ,3.416666667,Books,Scheduled Maintenance ,Carrier,AquaEdge 23XR
wbjr032258806,25-Nov-27,TECH1700,Lisa Nguyen,32,4.9,22.311603,73.165012,22.401603,73.255012,Electrical Repair,Urgent Priority,Asset  type,Fog,Jam ,Urban ,3.5,Apparel,Customer Complaint ,Trane,CenTraVac
caty508037770,26-Nov-27,TECH1701,Carlos Rivera,21,4.6,0,0,0.08,0.08,Plumbing Maintenance,Low Priority,Air Conditioner,Stormy,Medium ,Metropolitian ,2.416666667,Electronics,Automated System Alert ,Lennox,Energence Ultra
kchf265636656,27-Nov-27,TECH1702,Emma Brown,33,4.1,12.906229,77.596791,13.016229,77.706791,Boiler Servicing,Medium Priority,Chiller Unit,Sandstorms,Jam ,Urban ,2.916666667,Jewelry,Compliance Audit ,Daikin,VRV IV
etrv648439532,28-Nov-27,TECH1703,Vikram Singh,37,4.7,23.359407,85.325055,23.439407,85.405055,Refrigeration System Repair,High Priority,Heat Pump,Windy,Low ,Metropolitian ,1.666666667,Sports,Routine Inspection,York,Affinity YXV
dgry532903313,29-Nov-27,TECH1704,Robert Taylor,22,4.4,0,0,0.11,0.11,HVAC Maintenance,Urgent Priority,Ventilation System,Fog,Jam ,Metropolitian ,3.583333333,Outdoors,Scheduled Maintenance ,Carrier,AquaEdge 23XR
mpkj907688327,30-Nov-27,TECH1705,Lisa Nguyen,31,4.9,13.022394,80.242439,13.052394,80.272439,Electrical Repair,Low Priority,Rooftop AC,Windy,Jam ,Metropolitian ,2.5,Toys,Customer Complaint ,Trane,CenTraVac
hitb222861066,1-Dec-27,TECH1706,Carlos Rivera,23,4.8,23.353783,85.326967,23.423783,85.396967,Plumbing Maintenance,Medium Priority,Asset  type,Sandstorms,Low ,Metropolitian ,1.25,Snacks,Automated System Alert ,Lennox,Energence Ultra
zbwm782393236,2-Dec-27,TECH1707,Emma Brown,38,4.3,22.311844,73.165081,22.441844,73.295081,Boiler Servicing,High Priority,Air Conditioner,Fog,Jam ,Metropolitian ,4,Electronics,Compliance Audit ,Daikin,VRV IV
kmbo231089374,3-Dec-27,TECH1708,Vikram Singh,28,4.5,19.875016,75.322405,19.985016,75.432405,Refrigeration System Repair,Urgent Priority,Chiller Unit,Cloudy,Low ,Metropolitian ,2.333333333,Sports,Routine Inspection,York,Affinity YXV
untf875440546,4-Dec-27,TECH1709,Robert Taylor,27,4.8,11.022298,76.998349,11.112298,77.088349,HVAC Maintenance,Low Priority,Heat Pump,Fog,Low ,Metropolitian ,2,Books,Scheduled Maintenance ,Carrier,AquaEdge 23XR
mkva994791983,5-Dec-27,TECH1710,Lisa Nguyen,20,4.6,18.51421,73.838429,18.55421,73.878429,Electrical Repair,Medium Priority,Ventilation System,Sunny,Medium ,Urban ,1.166666667,Snacks,Customer Complaint ,Trane,CenTraVac
hprk377013710,6-Dec-27,TECH1711,Carlos Rivera,37,4.9,22.760072,75.892574,22.780072,75.912574,Plumbing Maintenance,High Priority,Rooftop AC,Cloudy,Low ,Metropolitian ,1.583333333,Outdoors,Automated System Alert ,Lennox,Energence Ultra
prlz497875409,7-Dec-27,TECH1712,Emma Brown,21,4.3,17.45971,78.368855,17.56971,78.478855,Boiler Servicing,Urgent Priority,Asset  type,Stormy,Medium ,Metropolitian ,2.833333333,Apparel,Compliance Audit ,Daikin,VRV IV
dcyv640821977,8-Dec-27,TECH1713,Vikram Singh,23,4.6,11.003008,76.97544,11.133009,77.10544,Refrigeration System Repair,Low Priority,Air Conditioner,Sunny,Medium ,Metropolitian ,1.083333333,Toys,Routine Inspection,York,Affinity YXV
tnte563080527,9-Dec-27,TECH1714,Robert Taylor,27,4.9,18.592718,73.773572,18.642718,73.823572,HVAC Maintenance,Medium Priority,Chiller Unit,Stormy,Medium ,Metropolitian ,1.583333333,Toys,Scheduled Maintenance ,Carrier,AquaEdge 23XR
pgzl777716873,10-Dec-27,TECH1715,Lisa Nguyen,38,4.2,30.873988,75.842739,30.893988,75.862739,Electrical Repair,High Priority,Heat Pump,Fog,High ,Metropolitian ,2.583333333,Cosmetics,Customer Complaint ,Trane,CenTraVac
uqac946966795,11-Dec-27,TECH1716,Carlos Rivera,35,5,22.722634,75.886959,22.792634,75.956959,Plumbing Maintenance,Urgent Priority,Ventilation System,Cloudy,Jam ,Metropolitian ,3.916666667,Pet Supplies,Automated System Alert ,Lennox,Energence Ultra
srts927270263,12-Dec-27,TECH1717,Emma Brown,36,4.3,21.170096,72.789122,21.230096,72.849122,Boiler Servicing,Low Priority,Rooftop AC,Stormy,Low ,Metropolitian ,2.583333333,Cosmetics,Compliance Audit ,Daikin,VRV IV
qcbh914401278,13-Dec-27,TECH1718,Vikram Singh,26,4.1,22.551084,88.354127,22.581084,88.384127,Refrigeration System Repair,Medium Priority,Asset  type,Stormy,Low ,Metropolitian ,1.75,Snacks,Routine Inspection,York,Affinity YXV
ontn116289809,14-Dec-27,TECH1719,Robert Taylor,33,4.5,17.458998,78.500366,17.518998,78.560366,HVAC Maintenance,High Priority,Air Conditioner,Sunny,Medium ,Metropolitian ,2,Jewelry,Scheduled Maintenance ,Carrier,AquaEdge 23XR
heke604150121,15-Dec-27,TECH1720,Lisa Nguyen,21,4.7,22.753659,75.903365,22.883659,76.033365,Electrical Repair,Urgent Priority,Chiller Unit,Cloudy,Medium ,Metropolitian ,2.916666667,Outdoors,Customer Complaint ,Trane,CenTraVac
mleb942163074,16-Dec-27,TECH1721,Carlos Rivera,25,4.6,12.304569,76.643622,12.384569,76.723622,Plumbing Maintenance,Low Priority,Heat Pump,Sunny,Medium ,Metropolitian ,1.25,Electronics,Automated System Alert ,Lennox,Energence Ultra
obhg842862910,17-Dec-27,TECH1722,Emma Brown,39,4.9,26.891191,75.802083,26.911191,75.822083,Boiler Servicing,Medium Priority,Ventilation System,Fog,Low ,Metropolitian ,1.583333333,Cosmetics,Compliance Audit ,Daikin,VRV IV
zpor766267650,18-Dec-27,TECH1723,Vikram Singh,32,4.8,22.753659,75.903365,22.773659,75.923365,Refrigeration System Repair,High Priority,Rooftop AC,Stormy,Low ,Metropolitian ,1.666666667,Snacks,Routine Inspection,York,Affinity YXV
rxfg748489108,19-Dec-27,TECH1724,Robert Taylor,31,4.8,18.543626,73.905101,18.583626,73.945101,HVAC Maintenance,Urgent Priority,Asset  type,Cloudy,Medium ,Metropolitian ,1.583333333,Snacks,Scheduled Maintenance ,Carrier,AquaEdge 23XR
ifzh038597668,20-Dec-27,TECH1725,Lisa Nguyen,28,4.7,17.411028,78.329645,17.481028,78.399645,Electrical Repair,Low Priority,Air Conditioner,Windy,Low ,Urban ,1.416666667,Pet Supplies,Customer Complaint ,Trane,CenTraVac
vwne871291890,21-Dec-27,TECH1726,Carlos Rivera,24,4.7,22.569358,88.433452,22.659358,88.523452,Plumbing Maintenance,Medium Priority,Chiller Unit,Sandstorms,Medium ,Urban ,1.5,Books,Automated System Alert ,Lennox,Energence Ultra
nvkv892242670,22-Dec-27,TECH1727,Emma Brown,27,4.4,26.905287,75.794592,26.925287,75.814592,Boiler Servicing,High Priority,Heat Pump,Sandstorms,Low ,Metropolitian ,1.25,Home,Compliance Audit ,Daikin,VRV IV
tfpw264934804,23-Dec-27,TECH1728,Vikram Singh,37,4.7,12.913041,77.683237,12.983041,77.753237,Refrigeration System Repair,Urgent Priority,Ventilation System,Sunny,Medium ,Metropolitian ,3.25,Electronics,Routine Inspection,York,Affinity YXV
rmgo277916637,24-Dec-27,TECH1729,Robert Taylor,39,4.3,23.353783,85.326967,23.483783,85.456967,HVAC Maintenance,Low Priority,Rooftop AC,Windy,Jam ,Metropolitian ,0.583333333,Grocery,Scheduled Maintenance ,Carrier,AquaEdge 23XR
rjuk855079528,25-Dec-27,TECH1730,Lisa Nguyen,34,4.8,23.374878,85.335739,23.454878,85.415739,Electrical Repair,Medium Priority,Asset  type,Windy,Medium ,Metropolitian ,0.416666667,Grocery,Customer Complaint ,Trane,CenTraVac
sbwi574419008,26-Dec-27,TECH1731,Carlos Rivera,34,3.5,0,0,0.07,0.07,Plumbing Maintenance,High Priority,Air Conditioner,Windy,Jam ,Urban ,2.75,Sports,Automated System Alert ,Lennox,Energence Ultra
opms922781586,27-Dec-27,TECH1732,Emma Brown,38,5,21.175104,72.804342,21.255104,72.884342,Boiler Servicing,Urgent Priority,Chiller Unit,Cloudy,Low ,Metropolitian ,2.25,Shoes,Compliance Audit ,Daikin,VRV IV
